State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
TN,Claiborne,47025970500,No,2818,46.5,1309,9,257,4.8,54,10.1,285,7.5,212
TN,Cocke,47029980400,No,1683,72.4,1218,15.2,250,4.7,32,16,269,10.4,175
TN,Cocke,47029980600,Yes,4672,26.9,1256,5,231,0.6,12,5.8,271,3.1,143
TN,Cocke,47029980700,No,3883,49.1,1908,11.5,451,2.2,35,10.4,404,7.1,276
TN,Coffee,47031970900,Yes,4076,48.7,1984,16.8,686,5.6,97,15,611,4.9,201
TN,Cumberland,47035970300,No,6553,9.4,614,1.4,91,0.8,21,2.8,181,0.8,55
TN,Cumberland,47035970700,No,6023,37.5,2259,5.6,334,2,49,9.2,556,4.8,291
TN,Davidson,47037010302,Yes,5968,39.4,2351,5.9,346,1.1,28,11.1,662,3.1,188
TN,Davidson,47037010401,Yes,3432,98.1,3367,13.2,450,6.4,90,22.7,781,13.9,478
TN,Davidson,47037010402,Yes,5240,74.2,3887,16.7,868,10.2,242,19.6,1025,7.6,398
TN,Davidson,47037010903,Yes,4918,83,4084,19.3,948,8.6,148,31,1523,3.4,168
TN,Davidson,47037010904,Yes,2736,47.2,1292,6.9,196,2.8,32,12.4,340,3.5,95
TN,Davidson,47037011001,Yes,6343,30.5,1937,9.5,597,3.1,75,11.1,702,2.1,135
TN,Davidson,47037011300,Yes,5514,19.2,1058,4.2,232,2.3,46,5.4,300,1.8,101
TN,Davidson,47037011600,Yes,5157,38.2,1971,3.4,176,1.9,40,8.6,442,7.1,366
TN,Davidson,47037012701,Yes,5267,100,5267,23.4,1225,17.3,345,30.9,1630,10.2,537
TN,Davidson,47037012702,Yes,2252,66.8,1505,7.8,170,3,24,17.2,388,11.7,264
TN,Davidson,47037012801,Yes,5183,37.6,1946,8.7,452,5.7,115,10.1,523,4.9,254
TN,Davidson,47037012802,Yes,4507,60,2703,8.7,277,1.5,18,10.6,478,15.8,713
TN,Davidson,47037013600,Yes,6860,83.3,5713,26.5,1015,30.1,466,11.4,781,5.6,381
TN,Davidson,47037013700,Yes,5203,54.7,2848,18.1,927,18.2,376,14.3,745,12.3,638
TN,Davidson,47037013800,Yes,1699,100,1699,35.8,602,18,124,27,459,16.3,277
TN,Davidson,47037013900,Yes,1763,50.2,885,14.8,284,9.5,74,10.9,192,6.5,115
TN,Davidson,47037014200,Yes,2231,100,2231,33.5,442,36,279,15.8,353,10.9,244
TN,Davidson,47037014300,Yes,1947,100,1947,33,696,24.6,206,25.3,492,14.9,291
TN,Davidson,47037014400,Yes,2217,100,2217,68.4,1336,58.9,446,41.3,915,10.9,241
TN,Davidson,47037014500,Yes,357,100,357,31.8,113,10.2,25,3.9,14,4.5,16
TN,Davidson,47037014600,Yes,2306,49.7,1145,23.3,302,24.1,178,0.6,14,1.9,45
TN,Davidson,47037015801,Yes,7191,48.4,3481,7.5,538,4.2,129,9.3,668,2.1,151
TN,Davidson,47037016200,Yes,3457,100,3457,37.1,1229,36.5,507,32.7,1129,15.1,523
TN,Davidson,47037016300,Yes,2416,100,2416,24.7,582,27.8,249,27.8,672,10.9,263
TN,Davidson,47037016500,Yes,5261,13.1,691,16.8,116,5.9,26,0.7,37,2.9,150
TN,Davidson,47037019001,Yes,7604,25.2,1920,4.7,360,0.3,8,8.3,634,1.1,85
TN,Davidson,47037019003,Yes,4011,75.3,3019,15,602,2.7,45,16.2,649,4,161
TN,Davidson,47037019108,Yes,2991,100,2991,13.9,398,3.9,51,24.1,720,5.2,156
TN,Dyer,47045964300,Yes,5741,53,3041,10.5,571,3.9,89,13.9,796,7.5,431
TN,Franklin,47051960500,Yes,3715,21.5,800,4.8,169,2.2,32,3.7,138,6.4,238
TN,Greene,47059090100,Yes,6889,50.9,3510,11.1,748,3.4,100,13,895,5.4,373
TN,Greene,47059091400,No,2496,26.9,670,4.2,104,1.8,18,5.7,143,3,75
TN,Hamblen,47063100100,Yes,5779,20,1156,3.1,176,1.1,26,4.1,236,2.8,163
TN,Hamblen,47063100200,Yes,5106,16,816,2.2,111,0.6,13,4,204,1.8,94
TN,Hamblen,47063100400,Yes,5447,23.1,1257,3.8,192,1.4,31,3.9,213,6.9,374
TN,Hamilton,47065000100,Yes,4092,100,4092,23.4,954,12.9,206,27.2,1112,12.1,497
TN,Hamilton,47065000200,Yes,1086,50,543,18.1,210,7.3,32,14.9,161,7,75
TN,Hamilton,47065000300,Yes,2431,100,2431,62,1458,46.4,410,42.5,1032,8.5,206
TN,Hamilton,47065000400,Yes,3407,100,3407,36.2,1185,24,324,25.8,880,18.3,622
TN,Hamilton,47065001000,Yes,2540,95.8,2434,32.3,399,20.1,132,5.4,138,3.2,81
TN,Hamilton,47065001100,Yes,1848,100,1848,27.6,505,31.9,236,25.1,464,15.2,281
TN,Hamilton,47065001200,Yes,3451,82.2,2836,22,671,21.8,272,22.3,770,20.5,706
TN,Hamilton,47065001300,Yes,2161,100,2161,28.1,622,22.5,173,29.4,635,9.3,200
TN,Hamilton,47065001500,Yes,827,78.4,649,22.3,177,27.3,98,9,75,7.8,65
TN,Hamilton,47065001600,Yes,3024,78.6,2375,43.1,1304,46.5,897,20.2,611,19.4,586
TN,Hamilton,47065001800,Yes,3331,69.7,2321,13.7,452,7.5,99,17.4,580,8.9,297
TN,Hamilton,47065001900,Yes,4171,29.9,1247,15.9,655,10.5,162,9.6,399,4.8,202
TN,Hamilton,47065002000,Yes,1763,58.7,1035,36.1,681,48.4,334,19.2,338,7.7,135
TN,Hamilton,47065002600,Yes,2065,33.3,688,12.6,285,7.3,58,8.5,176,4,83
TN,Hamilton,47065003100,Yes,1346,74.2,998,23.9,159,46.8,266,1.5,21,23.6,318
TN,Hamilton,47065011600,Yes,5761,25.1,1445,3.5,192,2.8,72,4.9,281,3.7,216
TN,Hardeman,47069950600,No,3078,78,2400,17.6,539,8.7,98,24.3,749,9.7,300
TN,Hardin,47071980500,No,5520,11.4,627,1.8,100,0.6,14,2.8,155,1.6,91
TN,Haywood,47075980800,No,2955,69.6,2058,15.8,464,8.8,101,19,562,9.3,275
TN,Henry,47079969000,No,4051,43.2,1749,5.8,235,1.1,20,7.1,287,9.1,367
TN,Hickman,47081950500,No,2177,59.9,1304,7.9,81,0.8,3,2.1,47,1.5,32
TN,Johnson,47091956100,No,3855,23.9,920,9,238,1.7,18,5.2,200,3.8,146
TN,Knox,47093000100,Yes,1300,100,1300,47.7,482,36.2,268,1.5,19,13.5,175
TN,Knox,47093000200,Yes,1270,39.7,505,17.6,211,10.6,56,4.2,53,6.7,85
TN,Knox,47093000800,Yes,3587,88,3158,38.7,1385,4.3,66,13,466,7.7,277
TN,Knox,47093000900,Yes,7628,100,7628,81,642,10.5,40,0.3,21,0.1,11
TN,Knox,47093001000,Yes,1513,100,1513,63.3,863,14.3,115,2,31,11,166
TN,Knox,47093001100,Yes,2614,100,2614,50.9,1312,23.9,393,4.2,111,1.3,35
TN,Knox,47093001200,Yes,969,100,969,49.6,408,31.7,103,29.7,288,8.4,81
TN,Knox,47093001300,Yes,1382,100,1382,38.6,532,35.9,193,27.8,384,13.5,187
TN,Knox,47093001400,Yes,3301,100,3301,51.4,1674,39.5,505,36.1,1193,7.8,259
TN,Knox,47093001500,Yes,3538,45.8,1620,9,307,5.2,79,11.2,395,6.1,217
TN,Knox,47093001800,Yes,2317,44.2,1024,3.5,81,1.2,12,8.9,207,6.9,159
TN,Knox,47093002100,Yes,2561,29,742,8.4,208,3.2,35,6.2,158,8.2,211
TN,Knox,47093002200,Yes,4095,100,4095,16.5,641,7.2,123,24.2,990,16,655
TN,Knox,47093002400,Yes,3758,22.5,846,6.9,259,4.4,67,2.7,103,2.1,80
TN,Knox,47093002600,Yes,2309,62,1432,23.8,562,6,64,11.8,273,5.5,128
TN,Knox,47093002700,Yes,2585,61.5,1590,15,387,7,78,15.3,396,8.4,217
TN,Knox,47093002800,Yes,3863,87,3360,30,1155,18.7,334,21.8,842,8.2,317
TN,Knox,47093002900,Yes,3467,34.6,1201,12.2,421,5.8,84,14.2,491,2.5,88
TN,Knox,47093003000,Yes,4326,18.6,805,3.7,158,1,20,4,175,2.7,119
TN,Knox,47093004000,Yes,3504,17.3,605,2.9,100,1.9,35,4.8,168,1.3,46
TN,Lawrence,47099960200,No,2375,34.3,814,4.8,114,1.9,17,9.5,225,4,94
TN,Madison,47113000400,Yes,3267,25.5,835,6,194,3.8,51,10.2,334,2.1,70
TN,Madison,47113000500,Yes,4175,64.7,2703,28.1,1032,23.7,346,24.7,1033,6.7,278
TN,Montgomery,47125100800,Yes,2579,22.7,584,9.6,170,6.5,53,3.5,91,1.1,29
TN,Montgomery,47125100900,Yes,3275,77.1,2524,15.5,504,12.7,166,24,785,3.9,127
TN,Montgomery,47125101001,Yes,4560,28.5,1299,2.6,120,1,16,9.1,414,1,47
TN,Morgan,47129110100,No,3183,81.7,2600,17.8,557,6,74,20.1,641,9.1,288
TN,Morgan,47129110200,No,2984,23.3,695,5.3,159,1.1,12,5.9,177,2.8,85
TN,Morgan,47129110300,Yes,5016,69.8,3503,11.2,375,5.9,79,10.7,539,5,249
TN,Perry,47135990100,No,2884,50.1,1444,8.8,255,2.1,24,12.6,363,7,201
TN,Pickett,47137985100,No,4945,33,1632,5.3,258,1.4,30,7.5,370,4.9,243
TN,Rhea,47143975400,Yes,9335,31.3,2926,4.5,390,2,72,8.2,767,3.5,328
TN,Roane,47145030700,Yes,4578,45.1,2064,8,364,4.5,86,9.8,447,6.8,310
TN,Rutherford,47149041400,Yes,11465,10.4,1188,1.9,219,0.1,7,1.8,209,1.5,169
TN,Rutherford,47149041600,Yes,5456,18.6,1012,3.9,205,0.7,19,1.9,106,1,54
TN,Scott,47151975300,No,2399,28,671,8,191,2.7,24,7.6,182,2.6,63
TN,Shelby,47157000200,Yes,1466,100,1466,62.3,925,51.8,277,41.6,610,7.6,112
TN,Shelby,47157000300,Yes,2093,100,2093,54.1,1145,45.4,304,40.7,851,10.5,219
TN,Shelby,47157000400,Yes,2397,100,2397,48.6,1088,32.6,271,30.5,731,15.4,368
TN,Shelby,47157000500,Yes,852,100,852,25.4,227,36.1,120,34.6,295,10.2,87
TN,Shelby,47157000700,Yes,5641,33.4,1885,12.7,713,7.4,171,10.3,580,4.8,272
TN,Shelby,47157001500,Yes,2171,57.6,1251,16,353,14.1,129,13,282,6.9,150
TN,Shelby,47157002000,Yes,2414,47.5,1147,26.7,662,20,152,21.3,515,3.3,79
TN,Shelby,47157002100,Yes,911,100,911,63.5,506,36.5,111,31.3,285,10.4,95
TN,Shelby,47157002700,Yes,2307,100,2307,22.2,511,23.5,204,30.4,702,6.2,142
TN,Shelby,47157003700,Yes,1262,100,1262,42.8,508,60.1,471,14.6,184,32.3,408
TN,Shelby,47157003800,Yes,1742,100,1742,45,584,49.6,520,13.2,230,15.5,270
TN,Shelby,47157005600,Yes,4557,33.4,1522,6.2,282,4.1,71,8.2,373,5.7,261
TN,Shelby,47157005700,Yes,3183,48.6,1546,21.3,658,14,165,14,446,7.3,233
TN,Shelby,47157006000,Yes,2399,100,2399,36.2,852,29.6,286,26.7,641,20.4,490
TN,Shelby,47157006700,Yes,4548,59.5,2705,24.2,1096,22.3,399,17.1,778,7.7,352
TN,Shelby,47157006800,Yes,3010,67.5,2031,21.3,644,15.3,177,18.7,564,11,331
TN,Shelby,47157007000,Yes,3831,100,3831,31.1,1185,15.4,248,24.1,924,6.9,264
TN,Shelby,47157007500,Yes,1819,100,1819,18.3,318,14.8,93,27.4,498,15.8,287
TN,Shelby,47157007810,Yes,3645,29.1,1062,10,365,6.9,105,7.4,271,4.9,180
TN,Shelby,47157007821,Yes,6864,40,2745,16,1090,10.2,259,9.4,647,9.7,665
TN,Shelby,47157007822,Yes,1808,100,1808,20.2,374,23.5,165,24.4,442,15.3,277
TN,Shelby,47157007900,Yes,6696,100,6696,26.3,1757,20.6,503,31.2,2092,8.3,556
TN,Shelby,47157008900,Yes,3977,91.2,3628,18.6,739,8.4,116,25.4,1011,10.5,419
TN,Shelby,47157009100,Yes,2307,40.6,936,5.4,121,3.5,31,10,232,6.2,144
TN,Shelby,47157010000,Yes,7785,15.9,1236,3.1,243,0.6,14,5.7,447,0.9,70
TN,Shelby,47157010120,Yes,6274,14.9,935,5.5,344,3.5,76,6.1,384,1,65
TN,Shelby,47157010220,Yes,7541,13.9,1049,4,297,1.9,49,5,376,1,77
TN,Shelby,47157010300,Yes,2055,100,2055,39.1,756,18.5,111,42.6,875,5.1,105
TN,Shelby,47157010410,Yes,595,99.9,594,29.4,166,9.2,33,11.1,66,24.9,148
TN,Shelby,47157010420,Yes,102,37.8,39,24.5,24,0,0,4,4,0.7,1
TN,Shelby,47157010900,Yes,4039,51.4,2074,8.3,333,1,14,17.3,700,2.5,103
TN,Shelby,47157011020,Yes,2645,49.1,1299,10.6,278,5,49,16.4,434,1.8,47
TN,Shelby,47157020512,Yes,6641,77.6,5155,15.8,1056,9.6,268,21.8,1451,9.4,626
TN,Shelby,47157020521,Yes,4148,100,4148,26.9,1117,8.9,114,42.8,1776,2.3,96
TN,Shelby,47157020542,Yes,5712,25.8,1476,4.1,233,2.3,55,9.6,549,1,58
TN,Shelby,47157021620,Yes,2751,25.8,709,3.3,91,2.6,26,7.2,198,2.1,57
TN,Shelby,47157021731,Yes,3367,57.1,1923,9,299,3.2,36,21.1,711,1,34
TN,Shelby,47157022021,Yes,8477,59.6,5054,13.2,1108,6.1,189,21.4,1818,1.8,151
TN,Shelby,47157022022,Yes,7822,100,7822,36,2815,30,780,39.7,3107,2.4,190
TN,Shelby,47157022210,Yes,5180,100,5180,23.7,1214,11.6,196,29.9,1549,10.1,522
TN,Shelby,47157022220,Yes,4688,100,4688,26.5,1243,17.7,295,27.6,1293,18,846
TN,Shelby,47157022310,Yes,6365,43.9,2797,15.2,968,10.8,221,14.2,902,4.9,315
TN,Shelby,47157022321,Yes,3846,32.7,1256,7.8,299,2.7,35,9.6,371,2.1,80
TN,Shelby,47157022410,Yes,5614,39.3,2207,5.4,302,1.6,31,10,560,4.3,239
TN,Shelby,47157022422,Yes,723,91.4,661,25.8,186,0,0,30.2,219,7,51
TN,Sullivan,47163040500,Yes,4145,62.8,2603,25,1031,15.5,279,15.7,651,9.4,389
TN,Sullivan,47163041700,Yes,3393,100,3393,13.5,453,7.9,117,20.2,684,17.1,579
TN,Sullivan,47163041800,Yes,4543,76,3451,8.3,372,5.3,105,17.5,794,13.7,624
TN,Sullivan,47163042701,Yes,5059,44.1,2233,10.1,502,10.4,252,8.5,430,6.2,314
TN,Sullivan,47163043000,Yes,4591,75.6,3469,14.3,624,3.2,57,17.8,816,8.9,409
TN,Sumner,47165020300,Yes,4603,32.9,1517,4.7,214,2.1,39,8.6,398,4.7,218
TN,Sumner,47165020700,Yes,4467,13.3,594,1.9,74,0.8,15,3.1,139,2.9,129
TN,Sumner,47165020800,Yes,6614,29.9,1975,5.9,371,4.7,110,9.5,630,3.1,205
TN,Tipton,47167040700,Yes,4971,35.1,1744,9.5,466,7.8,154,9.1,453,7.1,351
TN,Tipton,47167041000,No,2878,47,1352,9.3,219,5.3,44,14.2,410,5.2,151
TN,Warren,47177990500,Yes,4808,10.5,503,1.8,79,0.8,14,2,97,1.9,91
TN,Washington,47179061000,Yes,2767,58.9,1631,16.5,464,7.9,103,14.4,399,9.2,254
TN,Wayne,47181950100,No,4525,71.6,3238,10.2,266,5.4,59,6.5,293,5.5,250
TN,Wayne,47181950400,No,2984,26.7,797,4.2,126,0.8,9,6.9,205,4,118
TN,Weakley,47183968700,No,1523,45.4,691,6.4,97,1.4,8,10.4,158,8.4,128
TN,Wilson,47189030400,Yes,5740,10.6,609,1.2,70,0.4,8,2.7,154,1.2,68
TN,Wilson,47189030500,Yes,4512,19.9,900,3,133,1.3,26,5.5,250,1.7,79
TN,Wilson,47189030700,Yes,2814,34.5,972,9.1,250,4,41,9.3,261,3.4,96
TX,Anderson,48001950700,Yes,2353,22.6,533,7.2,163,5.7,50,5.7,133,5.5,128
TX,Andrews,48003950300,Yes,3519,83.2,2929,18.5,641,6.3,76,27.4,964,8.6,302
TX,Angelina,48005000500,Yes,4152,65.4,2714,23.7,982,15.7,242,20.2,837,9.6,399
TX,Angelina,48005000600,Yes,5585,37.3,2084,9,478,3.4,58,11.4,637,5.9,327
TX,Angelina,48005001200,No,2632,92.9,2446,15.6,409,6.1,67,21.4,564,18.2,480
TX,Aransas,48007950400,Yes,3646,100,3646,26.7,952,11.9,164,29.5,1077,15.2,556
TX,Atascosa,48013960300,Yes,3577,19.1,684,4.9,173,3,34,6.7,239,2.1,76
TX,Atascosa,48013960500,No,2286,82.9,1895,26.9,608,9.6,74,26.8,613,9.2,211
TX,Bailey,48017950100,No,6594,9,593,1.4,89,0.2,5,2.6,171,1.3,87
TX,Bastrop,48021950600,No,4459,14.4,640,1.9,85,1.1,19,3,133,2.3,100
TX,Bee,48025950100,No,2232,85.1,1900,14.7,316,4.2,37,24.5,546,14.9,332
TX,Bee,48025950300,Yes,5162,14.6,751,3.2,162,1.4,27,3.9,203,2,104
TX,Bee,48025950500,Yes,7165,58.3,4178,18.2,1259,7.4,178,19.8,1418,4.6,332
TX,Bee,48025950600,No,2562,74.8,1916,19.4,498,7.4,66,22.3,571,11,282
TX,Bell,48027021000,Yes,4828,60.2,2907,12.9,599,6.8,137,16.5,799,8.4,405
TX,Bell,48027022200,Yes,3288,23.5,774,2.8,90,0.9,13,6.9,228,0.4,12
TX,Bell,48027022300,Yes,4624,94.6,4374,14.8,681,8.4,155,25.9,1197,5.6,260
TX,Bexar,48029110100,Yes,3316,30.6,1016,15.8,410,21.6,347,1.6,54,4.5,151
TX,Bexar,48029110300,Yes,2588,100,2588,32.9,805,42.5,407,22.6,585,19,492
TX,Bexar,48029110800,Yes,2577,69.1,1781,17.1,393,20.4,223,14,360,8,207
TX,Bexar,48029110900,Yes,750,100,750,39.6,317,22,69,25.1,188,9.1,68
TX,Bexar,48029120200,Yes,6275,58.7,3683,21,1202,14.8,415,12.8,801,7.3,459
TX,Bexar,48029120502,Yes,5411,86.8,4695,24.4,1337,16.1,326,30.6,1653,9.1,494
TX,Bexar,48029120701,Yes,5518,24.8,1367,4.1,215,1.1,24,6.5,357,3,166
TX,Bexar,48029121402,Yes,3002,39.2,1177,7.2,216,2.1,19,14.2,426,2.9,87
TX,Bexar,48029121404,Yes,4479,100,4479,27,1199,18.4,302,31.9,1428,8.9,398
TX,Bexar,48029130200,Yes,1895,100,1895,35.7,670,22.1,135,33.8,640,12.3,233
TX,Bexar,48029130300,Yes,3384,100,3384,30,1012,15.2,167,31,1048,12.7,429
TX,Bexar,48029130400,Yes,7717,100,7717,23.3,1796,20.4,480,33.9,2617,12.1,932
TX,Bexar,48029130500,Yes,3451,28,965,10.4,354,3.6,44,9.3,321,5.1,175
TX,Bexar,48029130600,Yes,4525,34,1538,12.2,548,9.4,150,9.1,414,6.9,311
TX,Bexar,48029130800,Yes,3707,90.1,3339,26,912,19.7,262,27.8,1030,19.2,711
TX,Bexar,48029130900,Yes,3654,100,3654,25.6,932,15.6,212,31.5,1150,14.2,518
TX,Bexar,48029131000,Yes,4793,15.3,732,3.6,174,3.3,60,3.7,178,3.6,171
TX,Bexar,48029131100,Yes,2601,100,2601,30.6,841,19.2,177,30.4,791,14.8,386
TX,Bexar,48029131200,Yes,3013,43.3,1305,10.1,289,4.8,51,13.2,398,5.5,166
TX,Bexar,48029131300,Yes,5381,24.3,1308,3.3,169,1.2,24,6.1,330,4.2,226
TX,Bexar,48029131501,Yes,9572,91.2,8734,15.7,1494,6.6,188,36.6,3502,2.6,248
TX,Bexar,48029140600,Yes,2319,100,2319,22.5,543,13.8,98,30.3,703,12,279
TX,Bexar,48029141100,Yes,7226,22.2,1607,4.2,275,2,52,4.3,310,0.7,48
TX,Bexar,48029141200,Yes,7208,33.3,2404,5.2,368,3.5,85,9.9,712,4,288
TX,Bexar,48029141300,Yes,6062,86.9,5266,19.1,1095,7.9,161,26.7,1620,10.3,627
TX,Bexar,48029150100,Yes,5658,37.7,2131,10.5,593,7.1,116,11.2,635,5.1,291
TX,Bexar,48029151200,Yes,7889,65.9,5197,12.1,932,9.6,213,21.6,1704,4.3,337
TX,Bexar,48029151300,Yes,9387,80.4,7551,17.9,1668,8.3,217,26.9,2525,7.1,671
TX,Bexar,48029151600,Yes,7281,23,1671,4.6,338,1.4,35,7.5,550,2.4,174
TX,Bexar,48029151700,Yes,6891,71,4895,13.6,925,4.5,91,21.9,1511,6.8,471
TX,Bexar,48029152100,No,5488,13.3,728,2.2,119,1.3,22,5.1,277,0.7,38
TX,Bexar,48029152200,No,10055,70.6,7098,16.9,1687,2.4,71,24.8,2494,3.8,378
TX,Bexar,48029160400,Yes,4935,39.6,1956,8,393,4.4,67,11.4,565,6.6,328
TX,Bexar,48029160701,Yes,3578,100,3578,25.1,889,11.1,107,31,1110,12.8,458
TX,Bexar,48029160702,Yes,5761,100,5761,35,2005,24.3,465,33.8,1947,11.8,679
TX,Bexar,48029160900,Yes,8292,66.6,5524,23.6,1936,10.1,234,23.6,1959,5.3,443
TX,Bexar,48029161302,Yes,4458,43.9,1956,11.7,519,1.2,13,19,846,1.4,63
TX,Bexar,48029161501,Yes,7078,62.7,4434,16.5,1155,6.9,176,19.2,1360,5.5,391
TX,Bexar,48029161502,Yes,6893,47.4,3264,10.2,704,3.6,69,16.3,1124,3.6,246
TX,Bexar,48029171300,Yes,7958,22.5,1788,6.6,447,2.3,46,6.8,543,2.2,172
TX,Bexar,48029171400,Yes,7046,100,7046,32.9,2310,13,254,36.8,2594,8.8,617
TX,Bexar,48029171500,Yes,7687,53.7,4124,15.9,1220,9.4,215,16.9,1303,6.5,497
TX,Bexar,48029171600,Yes,6051,56.6,3423,19,1141,4.1,64,20.8,1256,3.9,233
TX,Bexar,48029171700,Yes,7294,25.2,1838,4.2,305,1.4,33,8.2,601,2.1,154
TX,Bexar,48029171902,Yes,2780,24.3,676,2.3,64,1.6,25,3.7,102,0.4,12
TX,Bexar,48029171903,Yes,6015,28.4,1708,4.2,249,1.6,30,8.5,512,2.6,154
TX,Bexar,48029180300,Yes,4640,66.6,3088,14.7,672,7.6,116,19.6,908,9.3,431
TX,Bexar,48029180400,Yes,4025,21.4,861,5.5,222,1.3,18,5.3,213,2.4,95
TX,Bexar,48029180504,Yes,3810,100,3810,27.4,1043,10.5,107,33,1256,7,265
TX,Bexar,48029181003,Yes,5245,46.6,2443,10.3,536,4.9,118,14.1,741,1.6,85
TX,Bexar,48029181401,Yes,8549,50.3,4302,9.4,776,4.9,230,8.8,756,3,259
TX,Bexar,48029181402,Yes,2022,100,2022,23.9,381,9.8,100,11.6,234,15.3,310
TX,Bexar,48029181504,Yes,5317,100,5317,11.9,630,6.3,178,16.9,896,4.6,246
TX,Bexar,48029181602,Yes,5798,47.1,2728,10.6,619,5.4,106,15.5,897,2.8,159
TX,Bexar,48029181806,Yes,4677,87.7,4100,29.4,1237,7.6,148,12.7,594,2.9,135
TX,Bexar,48029181808,Yes,1073,37.6,403,9.1,88,3,11,16.4,176,2.3,25
TX,Bexar,48029190100,Yes,4036,100,4036,26.9,1024,21,274,25,1009,16.7,672
TX,Bexar,48029190200,Yes,4880,100,4880,17.8,822,15.7,351,15.7,768,18.1,882
TX,Bexar,48029190502,Yes,7158,53.8,3852,14.4,1030,13.9,374,11.8,844,8.8,628
TX,Bexar,48029191302,Yes,4653,100,4653,22.2,1031,12.8,262,23.2,1079,9.6,448
TX,Borden,48033950100,No,729,100,729,14,102,1.4,4,24.6,179,16.3,119
TX,Bosque,48035950100,No,4039,21.9,884,3.4,138,0.6,9,5.8,232,3.1,127
TX,Bowie,48037010400,Yes,4183,96.7,4046,30.6,1277,15.3,255,27.1,1133,14.1,591
TX,Bowie,48037010500,Yes,3685,36.7,1353,11.6,335,3.5,36,1.6,60,3,110
TX,Bowie,48037010700,Yes,4658,22.9,1066,4.6,211,2.2,45,3.4,160,7.2,338
TX,Bowie,48037011700,No,2457,41.9,1028,6.2,152,2.5,24,11.5,282,6,148
TX,Brazoria,48039660900,Yes,5780,100,5779,13.5,779,3.7,68,32.3,1866,7.5,433
TX,Brazoria,48039664000,Yes,4640,60,2785,10.9,505,3.6,61,19.1,884,2.9,133
TX,Brazoria,48039664300,Yes,5452,24.7,1348,6.9,375,2.4,43,8.3,451,1.9,105
TX,Brazos,48041000201,Yes,5868,100,5868,24.5,1433,4.8,127,20.1,1179,2.8,166
TX,Brazos,48041000300,Yes,6327,59,3731,8.8,558,5.9,125,19.4,1229,4.3,273
TX,Brazos,48041000500,Yes,5193,17.1,890,4,199,2.6,39,5.7,295,1.2,60
TX,Brazos,48041000603,Yes,4809,100,4809,31.7,1442,14,171,34.5,1657,7,336
TX,Brazos,48041000604,Yes,5304,100,5304,34.2,1806,9.8,160,35.7,1896,3.3,173
TX,Brazos,48041000700,Yes,2998,23.1,692,3.2,97,2.9,33,6.2,186,1.6,47
TX,Brazos,48041000900,Yes,2770,37,1026,11.1,298,9.6,86,12.2,337,1.5,43
TX,Brazos,48041001302,Yes,4012,51.3,2056,26.2,1032,3.9,72,3.8,151,0.8,31
TX,Brazos,48041001400,Yes,3459,63.6,2201,29.7,954,10,158,5.9,203,0.1,3
TX,Brazos,48041001500,Yes,9742,97.9,9533,83.1,8,74.1,6,0.2,24,0,0
TX,Brazos,48041001601,Yes,4578,14.3,654,4.7,215,0.9,18,2.6,120,0.6,26
TX,Brazos,48041001603,Yes,6063,44.2,2680,22.6,1354,3.3,87,6.9,416,1,61
TX,Brazos,48041001700,Yes,6150,27.1,1666,17.6,1080,1,28,3,184,0.1,7
TX,Brazos,48041001802,Yes,5829,82,4781,21.8,1234,0.4,8,16.9,987,3.2,188
TX,Brewster,48043950100,No,554,99.5,551,20.8,114,9.3,21,21.7,120,17.7,98
TX,Brewster,48043950400,Yes,2033,41.4,842,11.2,208,3.3,24,11.9,241,4.5,92
TX,Briscoe,48045950200,No,1790,100,1790,16,286,5.7,41,27.1,485,19.3,345
TX,Brooks,48047950100,No,2294,28.8,661,6.9,160,3.2,25,7.8,178,6.2,141
TX,Brooks,48047950200,Yes,5682,35.5,2019,17,946,8.2,158,11.9,674,4.6,260
TX,Brown,48049950600,Yes,2516,22.7,572,9.3,222,0.5,5,6.7,169,2.8,70
TX,Brown,48049951000,Yes,2521,67.8,1708,10.2,258,4.1,41,19.8,498,9.8,246
TX,Burnet,48053960500,Yes,5145,100,5145,13.4,689,4.3,87,24.9,1280,19.6,1008
TX,Caldwell,48055960600,No,1936,27.3,528,1.4,27,0.7,5,5.7,110,5,97
TX,Caldwell,48055960700,Yes,5588,36.2,2021,6.9,375,2.5,49,10.2,569,6.9,385
TX,Calhoun,48057990200,Yes,4357,15.5,676,4.5,191,2,29,6.7,293,0.6,28
TX,Calhoun,48057990500,No,3601,31.9,1148,3.8,135,3.5,49,5.6,201,6.2,224
TX,Cameron,48061010202,Yes,6589,86.4,5692,20,1217,7.4,151,30.2,1988,11.9,784
TX,Cameron,48061010500,Yes,2996,52.8,1583,21.9,648,5,42,16.5,495,8.8,262
TX,Cameron,48061010601,Yes,7686,50.9,3913,14.4,1066,4.9,118,17.3,1333,5.1,394
TX,Cameron,48061011700,Yes,6927,44.6,3087,15.7,1078,2.5,50,18.5,1279,2.3,158
TX,Cameron,48061011801,Yes,4434,14.4,639,2.1,84,2.9,42,1.6,71,9.8,434
TX,Cameron,48061011802,Yes,3525,80.3,2831,23.5,827,5.7,51,27.6,971,6.7,235
